Ticker,MMBuy,MMSell,AI1-Average,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
ALE,,,1500,82,1500,34636,358,1370,15248,1160,2587,1300,16022,154,1160,504,1700,640,1700,840,,,0,1410,542,1410,42667,4826,1330,11760,1490,1824,1490,2213,50,1200,64,1340,114,1340,31385,18,1230,4971
ALG,80,,320,8610,320,55557,6,281,19657,344,2677,339,22027,400,315,5315,350,1467,350,1467,,,0,335,2280,335,23011,1240,256,3625,316,,,0,1000,200,1000,340,10000,330,23428,48,232,7248
ALO,42,,281,154,299,131860,1436,281,84981,320,188,299,42186,200,205,17286,197.91000366210938,347,299,30828,517,182,11835,365,4218,365,112254,192,285,32380,264.5299987792969,1900,290,1900,500,200,500,306,100,303,70917,459,270,39594
ALR,,,1400,9,1390,3046,120,700,250,2320.830078125,1486,3210,2370,,,0,1345.4100341796875,,,0,,,0,1000,1246,3150,7987,862,1000,862,1345.4100341796875,,,0,,,0,2000,494,3690,3543,,,0
AMM,61,,163,84,155,59909,1500,140,27197,142,139,142,90685,100,135,138631,135,6097,135,6097,350,110,2350,185.74000549316406,472,185,59812,20,163,44501,160,800,160,800,200,140,5985,197,2685,197,57074,2000,166,28892
ANZ,,,73626.7109375,1,125000,1,,,0,73626.7109375,1,120000,1,,,0,73626.7109375,,,0,,,0,73626.7109375,,,0,,,0,70600.546875,,,0,,,0,73626.7109375,,,0,,,0
APT,,,13936.5302734375,87,13900,2095,,,0,18992.119140625,139,19500,312,,,0,6945.83984375,,,0,,,0,16500,405,16500,517,,,0,6945.83984375,,,0,,,0,2000,,,0,,,0
AR,83,,578,263,578,17105,3740,511,37001,660,1400,659,13243,1000,520,15712,450,,,0,1000,350,2000,624,698,624,24532,308,520,13223,700,550,700,2300,400,200,500,650,3500,722,34893,142,600,1951
ARP,,,10000,4,9500,103,,,0,10000,5,10000,5,,,0,4648.6201171875,,,0,,,0,8442.330078125,7,8500,10,,,0,4648.6201171875,,,0,,,0,13000,,,0,,,0
ASE,,,51752.4609375,49,51800,1828,200,50600,1639,52800,66,52800,1738,5,45200,605,55000,21,55000,21,10,33000,10,46000,300,49900,1922,200,45000,529,60000,16,60000,16,,,0,45500,10,53500,452,20,45800,497
AST,,,3190,8,3190,7288,100,2200,2365,3700,1787,3700,5782,132,3000,632,1776.4000244140625,100,10000,100,,,0,3300,48,3950,7340,12,3300,2535,2000,100,4740,100,,,0,3650,354,3640,2576,100,1500,100
ATA,,,27900,13,30900,397,100,27800,694,31900,32,31900,400,2,22000,377,28000,,,0,,,0,27000,11,28300,860,200,27000,1086,38000,24,38000,24,,,0,31678.16015625,80,32000,91,20,26500,136
ATP,,,50000,5,50000,48,2,41000,2,30000,,,0,,,0,12377.2998046875,,,0,,,0,40000,,,0,50,40000,50,12377.2998046875,,,0,,,0,25000,,,0,40,27200,40
AU,,,4890,107,4890,6841,25,2420,4640,2500,50,2490,2305,115,1610,4030,950,10,2200,10,,,0,2470,15,2470,11522,2,2030,2965,998,51,1700,102,,,0,2300,162,3910,2099,294,2300,1662
AUO,137,,500,277,450,34110,100,331,7800,393.5400085449219,117,390,1667,2000,265,4648,300,,,0,,,0,399.57000732421875,4338,400,57474,120,340,10628,280,,,0,,,0,425,2435,425,24820,33,250,3836
AWF,,,5700,9,5700,22,25,4500,114,5680,48,5680,496,20,4000,20,2951.989990234375,,,0,,,0,11900,40,11900,91,3,5000,173,2951.989990234375,5,5950,5,,,0,6764.2900390625,13,7400,40,,,0
AWH,,,19559.169921875,18,19000,508,,,0,15800,130,24000,338,270,15800,370,8430.919921875,100,30000,100,,,0,20000,12,20000,94,90,13600,272,8430.919921875,,,0,,,0,25000,,,0,,,0
BAC,,,3400,168,3400,2076,500,3100,2020,3200,686,3200,686,500,2800,1600,1280.9100341796875,,,0,,,0,2600,10,3390,1617,228,2600,4058,2250,,,0,,,0,3470,4,3470,180,40,2650,1770
BAI,,,14700,14,16200,2278,371,14700,371,16000,146,16000,327,50,14000,70,6821.509765625,,,0,,,0,16970.220703125,25,16800,316,500,14500,500,6821.509765625,,,0,,,0,16031.9697265625,6,16200,52,,,0
BBH,750,2900,2900,100,2900,2117,440,2890,1828,2800,4306,2890,13781,1000,2800,1598,2800,154,2900,154,164,2800,216,2900,100,2900,4253,417,2890,3713,3000,488,3000,1014,124,2000,125,2890,100,2900,15266,645,2890,2849
BCO,,,760,675,798,30214,2325,760,20486,660,2183,880,14354,1500,710,8360,660,400,1000,400,200,780,200,692,2474,764,20581,120,692,12183,640,,,0,,,0,815,30,818,9417,1250,700,5696
BDE,850,2700,2700,100,2700,100,1012,2690,3501,2510,900,2570,9481,962,2510,1190,2800,189,2800,189,10,879,30,2700,100,2700,2555,795,2690,5894,2700,71,2700,279,90,1800,90,2690,100,2700,104,284,2690,1411
BE,,,2794.5400390625,312,2300,13634,32,2110,11906,1900,335,2490,1523,292,1900,2975,2900,42,2900,142,,,0,2400,1176,2390,11978,1000,2000,10015,1700,18,1700,18,,,0,2432.2900390625,13,2900,243,22,2000,2642
BEA,84,,350,310,349,20908,8779,300,24108,365,2648,377,14104,189,365,12811,250,,,0,,,0,450.8599853515625,1463,499,2751,472,320,15575,250,16,400,16,757,250,757,430,476,450,961,243,320,27632
BER,,,739,302,739,29314,1500,460,24995,586.75,107,874,2146,2000,353,9103,400,,,0,,,0,598,1899,598,25495,1500,452,17248,117.55000305175781,50,551,50,,,0,490.75,154,797,5500,3000,325,5000
BFP,,,26000,8,25000,8,,,0,25000,,,0,,,0,20233.01953125,,,0,,,0,24000,,,0,,,0,20224.419921875,,,0,,,0,25000,,,0,,,0
BFR,,,4500,1,11200,2,78,4500,78,8000,76,8000,113,16,6100,326,2515.4599609375,,,0,,,0,5839.97998046875,3,6500,3,19,5000,243,2515.4599609375,,,0,,,0,4000,,,0,46,4000,46
BGC,,,839,764,839,20304,160,683,17616,844.4299926757812,1973,845,2537,500,660,2457,600,,,0,,,0,610,150,750,7600,1560,610,16086,500,200,675,200,,,0,749.8300170898438,3284,740,10882,19,652,770
BGO,,,3410,64,4140,12198,503,3410,7655,2440,200,3970,2992,294,3000,3143,2000,70,3000,70,,,0,2710,26,3060,8146,212,2710,5753,2100,70,2800,167,3,2100,100,3630,103,3500,2530,5,1800,355
BGS,,,214000,1,214000,9,2,60000,2,228000,4,218000,5,,,0,87625.203125,,,0,,,0,250000,1,219000,2,,,0,87625.203125,,,0,,,0,219514.703125,1,219000,19,,,0
BHP,,,5510,19,5510,1094,20,5100,1855,5790,28,5790,900,7,4500,1092,1500,,,0,,,0,5250,11,5250,11670,10,5150,3550,4750,31,5000,150,,,0,6300,31,6300,915,23,4660,358
BID,,,70000,24,69900,238,,,0,60000,53,80000,53,,,0,24575.119140625,,,0,,,0,55000,3,70000,253,,,0,24575.119140625,49,70000,49,,,0,80000,7,80000,13,,,0
BL,,,6880,48,6880,805,1,6010,945,7940,60,7950,261,1,7940,27,4500,,,0,,,0,7000,4,8990,493,2,7000,404,2986.699951171875,10,7500,10,,,0,6600,140,6880,485,15,6600,31
BLE,,,2990,163,2990,2062,95,1750,595,2250,208,2250,2490,33,1000,33,1804.3399658203125,,,0,,,0,1400,194,2090,3359,253,1400,1391,1804.3399658203125,10,2300,10,,,0,2200,60,2190,742,,,0
BMF,,,32000,57,32000,644,112,28000,612,33000,5,33000,380,,,0,10946.0302734375,,,0,5,22000,5,26500,288,31000,618,10,26500,70,60000,29,60000,29,,,0,31000,1,31000,409,1,20000,1
BND,,,230,209,230,210,,,0,325,135,325,135,,,0,270.1499938964844,,,0,,,0,323,,,0,10,150,10,500,,,0,,,0,155,,,0,,,0
BOR,,,450,600,449,22980,500,175,5000,313.6600036621094,578,320,2584,200,230,2826,300,,,0,300,225,300,320,2076,320,50369,20,300,11382,350,100,280,512,50,130,250,350,83,349,2868,2000,205,2001
BOS,,,5126.31982421875,200,6000,2746,167,3900,614,4200,,,0,496,4200,1484,3250,,,0,,,0,6000,602,6000,602,500,4500,4565,1909.1700439453125,50,4350,50,,,0,6799.5400390625,37,7000,37,40,5900,630
BPT,,,6727.31005859375,150,5850,156,,,0,4380,,,0,,,0,2208.169921875,,,0,,,0,10000,555,10000,1651,,,0,2208.169921875,,,0,,,0,8976.509765625,38,9000,72,,,0
BR1,,,254764.78125,1,823000,34,1,700000,1,967000,1,967000,10,2,680000,4,1300000,,,0,,,0,936385.0625,1,934000,5,1,500000,1,254764.78125,,,0,,,0,949000,1,1200000,1,1,800000,2
BR2,,,995000,1,995000,10,1,900000,1,938510.6875,1,973000,7,,,0,1300000,,,0,,,0,1160000,1,1050000,9,,,0,341875.34375,,,0,,,0,1200000,1,1180000,3,,,0
BRM,,,255,1025,255,30892,1700,201,3360,309.0199890136719,305,309,12361,800,265,1100,320,121,320,1001,200,250,1200,269.7200012207031,2139,270,19344,5980,180,17980,250,,,0,,,0,250,1396,250,4295,2000,100,2000
BRO,,,6800,66,6780,3613,500,2200,513,8990,241,8990,467,500,2800,828,2500,,,0,,,0,3500,15,3950,515,4,3500,2676,830.0499877929688,,,0,,,0,5437.4599609375,175,6500,387,53,2270,1062
BRP,,,7000,12,8000,12,,,0,4000,,,0,,,0,2661.340087890625,,,0,,,0,3125.570068359375,151,7500,151,,,0,2661.340087890625,,,0,,,0,6340,58,7500,58,,,0
BRS,,,550000,1,572000,7,1,450000,5,600000,1,587000,2,1,475000,1,128580.3203125,,,0,,,0,579000,1,579000,2,1,350000,2,128580.3203125,,,0,,,0,590000,1,999000,2,1,500000,7
BSC,,,50800,63,50800,1185,10,46000,182,46000,100,54000,760,,,0,14494.900390625,,,0,,,0,52000,191,52000,391,,,0,14494.900390625,1,52000,1,,,0,54792.21875,162,54900,162,,,0
BSE,425,1900,1900,100,1900,56100,2603,1890,11189,1890,13719,1890,106118,100,425,100,2000,99,2000,99,3,1600,49,1900,100,1900,46130,212,1510,12304,2038.510009765625,500,2000,2011,202,1000,202,1900,100,1900,75716,399,1890,4069
BSU,,,556074.875,,,0,,,0,850000,,,0,,,0,556074.875,,,0,,,0,556074.875,,,0,,,0,556074.875,,,0,,,0,556074.875,,,0,,,0
BTA,500,1800,1800,100,1800,100,55,1720,2183,1700,33,1690,2635,43,752,143,1590,96,1590,296,200,1580,202,1750,13,1750,6016,18,1610,7664,1900,53,1900,672,10,1800,94,1800,100,1800,101,25,1790,774
BTS,,,889,308,889,30543,1000,500,4239,1000,2813,1000,3013,1000,700,13190,100.3499984741211,,,0,,,0,665,57,665,19488,52,500,4341,529,,,0,,,0,500,132,500,6253,1000,400,1000
BWH,,,7980,27,7980,27,,,0,9000,19,9000,19,,,0,3005.0400390625,,,0,,,0,8000,1,8990,6,120,3320,193,3005.0400390625,,,0,,,0,7500,383,7500,1383,,,0
BWS,,,27800,6,27800,741,90,23000,405,35000,97,35000,97,60,24000,60,30000,,,0,5,22000,5,27060.7109375,11,30000,602,45,25000,308,8600.3701171875,1,23000,1,,,0,30000,60,30000,60,2,25800,32
C,225,,1190,1837,1190,118248,36,1130,31965,1160,2629,1160,59938,136,1090,24034,1183.2099609375,175,1450,2645,17,1300,1081,1240,515,1240,72565,16,1190,58260,1090,796,1090,3983,1145,800,1145,1040,119,1130,51235,4720,1040,53219
CA,,,1222.780029296875,81,2000,81,200,310,490,985.5599975585938,4,3890,421,8,800,178,101,,,0,,,0,1000,15,1000,351,15,203,3245,991.3400268554688,15,1000,15,,,0,750,51,1400,294,3,750,176
CAF,,,1865.3299560546875,540,1900,17313,25,1760,7525,1750,265,1750,23944,2000,1610,4578,1000,246,1700,1208,100,100,100,2046.530029296875,290,2200,3224,2000,1550,8798,1550,237,1550,237,500,1000,500,2200,54,2100,4172,267,1950,4180
CAP,,,289,368,289,10355,1000,225,5586,317,528,317,4695,1035,290,2035,142.10000610351562,,,0,,,0,278.3399963378906,151,348,17591,4831,275,12033,142.10000610351562,100,500,100,,,0,330,100,295,578,1000,101,1100
CBL,91000,,91156.25,8,93000,23,100,91100,210,91100,,,0,76,91100,176,91000,,,0,,,0,120000,4,98000,166,10,91300,292,92000,,,0,,,0,91100,10,95000,60,72,91100,172
CBM,63000,,64710,8,75000,38,8,64000,128,66226.8671875,12,69900,388,100,63000,100,29533.970703125,,,0,,,0,63100,3,63100,185,100,63000,100,29533.970703125,5,69900,5,,,0,63100,1,69800,1,50,63100,150
CBS,42000,,42028.28125,289,42900,559,100,42000,100,43800,29,43800,396,100,42000,100,17919.900390625,2,49000,7,,,0,42000,65,45000,169,100,42000,100,17919.900390625,10,43000,10,,,0,42000,10,48900,60,2,42100,102
CBU,,,480000,,,0,10,420000,50,490000,10,640000,71,10,410000,10,174192.875,,,0,,,0,650000,1,630000,170,10,420000,39,174192.875,,,0,,,0,500000,130,700000,130,10,410000,60
CC,650000,,650000,,,0,100,650000,100,650000,1,700000,1,100,650000,100,331160.125,,,0,,,0,650000,5,750000,5,100,650000,100,331160.125,,,0,,,0,650000,,,0,100,650000,100
CCD,80000,,80000,50,81000,300,100,80000,100,80000,3,84700,496,100,80000,100,27594.740234375,,,0,,,0,80082.328125,917,80300,1429,100,80000,100,27594.740234375,,,0,,,0,80000,28,84000,41,100,80000,100
CD,,,20000,107,23900,118,100,10000,100,25000,99,25000,99,10,20000,10,7893.7001953125,,,0,,,0,17000,3,20000,62,,,0,7893.7001953125,10,13200,10,,,0,25000,,,0,,,0
CF,,,8900,15,9900,1318,83,8900,976,9040,1,10600,568,488,8500,1011,5000,26,9000,26,,,0,10600,13,10600,31,34,8900,1673,7850,,,0,,,0,9590.080078125,20,9500,90,5,8880,1156
CHA,,,98800,100,72000,392,5,35000,138,69000,1,69000,10,5,30000,5,21001.5,,,0,,,0,40000,1,66000,25,5,30000,5,21001.5,,,0,,,0,12500,5,120000,5,5,30000,5
CL,,,3976.3701171875,234,3990,11231,1133,3750,2733,4340,18,4340,21073,1100,3700,2400,4440,99,4600,509,180,2300,180,4280,6,4280,16295,157,3910,3829,8000,97,8000,97,100,4000,100,4693.1298828125,85,4700,10479,18,4010,5079
CLI,51,,240,24800,240,75927,48,215,2654,446,3,445,4545,200,222,7210,170,180,250,180,246,170,2246,350,1,350,10824,1500,240,14421,375,1500,300,1503,90,200,90,201,150,250,2934,1000,202,5552
COF,,,1014.6300048828125,1237,1020,45445,30,970,22464,990,9795,990,67364,1000,900,4020,1050,435,1050,635,,,0,979,2051,979,67964,50,950,12945,925,1479,925,5023,2998,750,3278,946,127,946,11323,8,900,28074
COM,,,133000,1,133000,182,5,123000,87,115666.671875,20,139000,64,4,115000,65,250000,,,0,,,0,126000,39,130000,153,5,122000,107,116000,,,0,,,0,142000,10,142000,15,10,115000,19
COT,,,3700,296,3700,8320,14,3200,3200,3450,1,3700,8286,265,3450,765,3000,,,0,,,0,4000,23,4000,16876,20,3400,3040,6000,20,6000,20,,,0,3590,72,3550,4252,10,3110,1352
CPU,,,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0
CQL,,,2260903.5,1,2280000,10,,,0,1600000,1,1680000,8,,,0,1000000,,,0,,,0,2050000,1,1990000,5,,,0,638520.4375,,,0,,,0,2100000,1,1980000,4,,,0
CQM,,,2200000,1,1890000,16,1,1000000,3,1730000,1,1740000,5,2,1450000,6,875000,,,0,,,0,1500000,1,1760000,2,1,663000,3,484121.625,,,0,,,0,1684794.375,1,1670000,5,,,0
CQS,,,1890000,2,1850000,7,1,860000,2,2000000,1,2100000,1,1,900000,4,800000,,,0,1,600000,1,1590000,1,1590000,3,1,950000,1,378967.375,,,0,,,0,1000000,1,1930000,2,1,1250000,2
CQT,,,408000,1,408000,7,,,0,499000,1,497000,2,1,150000,4,250000,,,0,,,0,500000,1,510000,1,1,102000,5,107765.7734375,,,0,,,0,492000,1,493000,2,,,0
CRU,200000,,200000,1,350000,3,100,200000,100,200000,1,298000,2,100,200000,100,139438.875,,,0,,,0,269000,7,260000,31,1,210000,101,139438.875,,,0,,,0,139438.875,,,0,100,200000,100
CST,,,2500,92,2500,93,1,56,1,1900,126,1900,251,4,100,4,2923.840087890625,,,0,,,0,1000,3,1000,108,,,0,2923.840087890625,,,0,,,0,2250,60,2240,147,,,0
CTF,,,28000,93,28000,958,10,24000,10,31800,94,31800,406,20,26000,305,16000,,,0,,,0,37700,52,37600,504,20,27800,749,20500,10,60000,10,,,0,34176.26171875,10,37900,95,30,27000,350
CU,,,1950,614,1950,21494,363,1900,8142,2170,33,2160,5199,100,1900,663,2250,672,2250,672,,,0,1750,292,1750,12299,100000,100,100000,3000,59,3000,59,50,1000,50,2084.929931640625,157,2090,7115,100,1980,1749
CUO,63,,315,800,314,23141,1175,188,6975,460,310,460,6322,20,311,2064,163.3300018310547,222,250,1468,,,0,361,337,361,35273,1476,250,6795,600,,,0,,,0,449,503,440,12165,44,240,903
DA,,,70000,15,70000,15,20,57500,87,57898.05078125,58,60000,78,3,48000,43,45000,,,0,,,0,65000,24,65000,24,4,52600,60,26164.140625,,,0,,,0,80000,35,80000,35,,,0
DCH,,,23119.58984375,27,23300,661,46,23000,131,23000,5,24400,45,,,0,8996.759765625,,,0,,,0,22000,1,24900,104,,,0,8996.759765625,,,0,,,0,25400,,,0,,,0
DCL,,,8467.5302734375,1,8450,3545,50,6000,50,8380,12,8380,316,50,5500,50,3482.6298828125,,,0,,,0,7673.7001953125,65,7990,1998,51,6790,423,3482.6298828125,10,6790,10,,,0,9946.669921875,4,9970,420,50,7000,231
DCM,,,5400,2,5350,4269,100,5200,6225,5900,699,5900,767,984,5000,3052,3500,,,0,,,0,5569.91015625,111,5560,5472,100,4700,2739,4900,,,0,,,0,5986.169921875,51,6400,371,5000,4500,5202
DCS,,,2240,12,2240,11039,15,2010,4679,2440,170,2440,1537,367,2050,467,1500,,,0,,,0,2350,55,2350,6774,422,2200,4903,1840,,,0,,,0,2617.909912109375,191,2550,191,1000,1950,5086
DD,,,37000,50,38500,86,,,0,37514.69921875,21,37000,34,,,0,25000,,,0,,,0,25000,1,40000,6,,,0,26664.98046875,,,0,,,0,30000,2,40000,6,,,0
DDT,,,5714.7998046875,53,5720,6156,45,5460,4154,5990,50,5990,4129,2,5570,5769,4000,,,0,10,4810,1060,5490,1001,5500,7718,219,5060,9163,5946.8798828125,265,6000,265,,,0,5680,109,5680,3701,81,5670,980
DEC,,,34264.4609375,9,38900,1580,97,25100,485,31935,5,32000,102,50,25200,532,9363.1298828125,,,0,,,0,32204.01953125,1,32900,202,89,24200,585,9363.1298828125,44,40000,44,,,0,38000,2,38000,90,100,23000,601
DIS,,,12000,92,13000,185,8,12000,8,17000,1,16000,60,3,9000,8,9500,,,0,,,0,17000,58,39000,78,,,0,20000,4,20000,4,,,0,20000,24,20000,24,,,0
DOU,,,399000,4,399000,13,,,0,102013.5703125,,,0,,,0,102013.5703125,,,0,,,0,500000,54,500000,54,,,0,102013.5703125,,,0,,,0,275000,,,0,,,0
DRF,,,5600,32,6270,1810,264,5600,1764,15000,35,7440,40,100,5000,100,3015.909912109375,,,0,,,0,7250,16,7300,16,88,5800,388,3500,,,0,,,0,6200,5,6500,5,,,0
DV,,,13000,19,14900,100,81,13000,81,11899.6904296875,36,13000,86,,,0,15000,,,0,,,0,11900,2,11900,270,,,0,12324.5400390625,,,0,,,0,14400,4,14400,9,,,0
DW,19,121,121,100,121,54175,57,119,398113,121,100,121,100,89410,116,338522,120,5553,120,7095,7000,106,9200,121,100,121,233247,152,113,263072,120,2266,120,24266,5000,110,18156,120,5654,120,208728,33362,119,491219
EBU,,,430000,29,430000,29,10,240000,10,240000,89,430000,91,17,240000,17,90558.96875,,,0,,,0,278000,100,430000,146,10,260000,20,90558.96875,,,0,,,0,300000,52,430000,52,13,260000,13
EDC,8000,,8020,4,9000,48,187,8020,1528,8000,205,8100,1238,100,8000,100,11000,,,0,,,0,8235.8603515625,174,9500,394,100,8000,100,8216.3603515625,,,0,,,0,8000,,,0,100,8000,100
EES,,,50000,48,59900,1089,10,550,10,56589.76171875,1,57700,234,20,54000,40,75000,5,65000,5,,,0,49600,16,60000,16,3,49600,3,48435.5,,,0,,,0,50000,2,50000,94,4,17500,4
ENG,,,866000,1,830000,67,,,0,814000,1,814000,19,,,0,367068.125,,,0,,,0,868000,1,868000,21,,,0,367068.125,,,0,,,0,900000,1,929000,22,,,0
EPO,,,219,870,219,418953,10000,205,407899,202,5100,215,292312,64,205,193552,225,4000,259,9000,500,100,500,240,13050,238,192420,8870,205,309950,200,3250,200,13550,5000,150,5000,206,9100,205,169088,4777,198,196402
ES,,,2100,407,2100,1545,38,2090,629,1990,245,1990,4475,4,1800,204,2000,30,2000,30,,,0,2930,19,2940,13361,410,2000,1275,1876.989990234375,20,1440,20,,,0,4380,68,4200,1923,22,2500,1093
ETC,,,39900,6,39700,347,40,20000,140,30000,1,30000,1,50,20000,70,15000,,,0,,,0,40000,14,40000,74,33,15900,273,10273.099609375,,,0,,,0,30000,71,30000,187,10,25000,10
EXO,,,418,305,418,15017,64,351,17225,475,259,475,628,80,351,8403,396.0799865722656,659,420,1369,40,310,40,390,7894,390,17894,2,317,24953,300,40,300,2941,400,250,600,367,1083,367,17175,30,258,5547
F,,,1000,1426,2000,2791,98,353,298,1000,,,0,,,0,1000,181,1000,181,,,0,1459.1800537109375,5636,2000,23115,4,762,10985,222.22000122070312,1000,2900,8594,,,0,2048.639892578125,89,1500,2521,20,508,620
FAL,,,2516.39990234375,116,2790,6150,24,2000,2848,2773,1572,2800,6174,500,2050,2006,1026.6400146484375,,,0,,,0,2750,34,2750,4473,157,2500,5256,1026.6400146484375,10,2730,10,,,0,3700,500,3690,1399,1000,1500,1000
FAN,,,3119.4599609375,198,3290,1570,100,2400,2580,2850,4,2850,200,200,2210,1670,972.260009765625,,,0,,,0,2210,18,3170,1647,186,2210,2034,1000,,,0,,,0,2772.090087890625,183,3100,183,199,2210,1202
FC,,,6881.25,122,7080,3283,125,5850,3334,5900,100,7000,1335,81,5900,1110,2253.139892578125,,,0,,,0,6178.16015625,16,6100,4917,100,5100,3227,2253.139892578125,,,0,,,0,9983.26953125,98,9990,147,20,4000,20
FE,,,1000,1,1160,34425,499,1000,10008,1093.4000244140625,2919,1100,20900,322,860,9423,850,1309,1200,1309,267,850,1315,948,15,945,26914,99,910,9159,856.0599975585938,112,900,1219,,,0,1110,36,1110,8697,1,861,5606
FEO,32,,126,12,152,90862,12,126,18356,120,14,125,60467,298,96,19681,120,1000,150,1000,2917,120,3870,113,242,115,80324,20,110,42849,120,189,120,6580,73,80,73,110,1253,149,18330,1000,111,16266
FET,,,3990,224,3970,8622,1000,2350,4368,3436.830078125,145,3500,5222,397,3400,1012,1760.800048828125,100,10000,100,,,0,3200,89,3200,10074,834,2400,1834,1760.800048828125,,,0,,,0,4300,1424,4000,5169,10,1250,18
FF,9,24,23.799999237060547,10697,23.799999237060547,680120,2800,22.299999237060547,468585,21.350000381469727,409,22.899999618530273,726796,4500,21,226919,23.5,60092,23.5,60873,95071,23,123998,24,2200,23.399999618530273,12354,2000,22.399999618530273,435882,23.5,8000,23.5,22000,5000,21,23190,23.799999237060547,235,23.799999237060547,1137366,310,21.5,978907
