Ticker,MMBuy,MMSell,AI1-Average,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
AGS,,,490000,1,490000,5,,,0,480000,4,535000,5,,,0,500000,,,0,,,0,795000,6,750000,7,2,450000,2,222767.28125,,,0,,,0,799000,1,799000,2,,,0
AHP,,,11762.8203125,200,12000,1600,,,0,14500,24,14900,145,,,0,5713.72021484375,,,0,,,0,9510,16,16000,2737,2,9510,201,5713.72021484375,,,0,,,0,20000,,,0,,,0
AIR,200000,,200000,83,201000,84,100,200000,100,200000,9,201000,550,100,200000,100,91179.59375,,,0,,,0,200000,2,201000,261,100,200000,100,91179.59375,,,0,,,0,200000,26,210000,30,100,200000,100
AL,,,1500,150,1550,39036,1064,1480,52761,1790,2431,1800,15607,1000,1600,24402,1100,43,1350,10925,2000,1150,10867,1647.6700439453125,1000,1630,55627,42,1500,25499,1000,1500,1000,10439,,,0,1590,1998,1590,32881,20,1460,7786
ALE,,,1400,307,1400,56565,666,1320,5666,1400,80,1400,11776,1000,1340,1752,1700,640,1700,840,,,0,1460,208,1460,42590,623,1330,7557,1490,1591,1490,1980,50,1200,64,1300,61,1300,26351,2,1250,4657
ALG,80,,307,226,307,50467,7844,280,18609,270,708,343,27779,612,270,2358,350,1467,350,1787,,,0,317.4800109863281,3,329,21809,1240,256,3627,316,1000,300,1000,1000,200,1000,309,185,309,24095,9,262,5303
ALO,42,,222,1042,240,142981,2784,222,85393,215,3325,347,39466,115,215,16191,279.1400146484375,888,400,29601,347,183,10695,244.89999389648438,57,330,116879,360,241,33629,269.7799987792969,1700,290,1700,1000,210,2000,231,10914,291,61235,4925,231,44028
ALR,,,1757.800048828125,300,3000,301,120,700,250,2500,110,3000,4169,657,2500,657,1345.4100341796875,,,0,,,0,1296.02001953125,1192,3150,7933,736,1110,1236,1345.4100341796875,,,0,,,0,3690,455,3690,2964,500,1000,500
AMM,61,,144,569,144,66825,746,120,8040,125,500,143,95278,2355,125,135819,135,5477,135,5477,2000,100,2000,200,4744,200,60722,100,140,48167,160,700,160,700,200,140,5985,190,4750,180,56729,215,143,31352
ANZ,,,73626.7109375,1,125000,1,,,0,73626.7109375,1,120000,1,,,0,73626.7109375,,,0,,,0,73626.7109375,,,0,,,0,70600.546875,,,0,,,0,73626.7109375,,,0,,,0
APT,,,13982.5400390625,50,13900,1651,,,0,19500,500,19300,750,,,0,6945.83984375,,,0,,,0,16500,400,16500,512,,,0,6945.83984375,,,0,,,0,2000,,,0,,,0
AR,83,,524.5800170898438,936,525,37197,471,510,33232,656,265,656,14910,150,522,15862,450,,,0,1000,350,2000,459.739990234375,5338,520,26129,1000,350,11393,700,226,700,2976,400,320,900,531,685,529,43109,200,510,1709
ARP,,,10000,4,9500,103,,,0,10000,5,10000,5,,,0,4648.6201171875,,,0,,,0,8442.330078125,7,8500,10,,,0,4648.6201171875,,,0,,,0,13000,,,0,,,0
ASE,,,48500.3203125,31,52900,1619,163,48100,806,42600,4,51400,1392,9,42600,335,55000,17,55000,17,10,33000,10,48000,20,47900,2351,135,45300,497,60000,16,60000,16,,,0,53800,28,53700,1307,259,46000,465
AST,,,3090,602,3100,6630,1000,2210,2965,3354.89990234375,60,3660,6422,120,3000,620,1776.4000244140625,100,10000,100,,,0,3628.60009765625,200,3690,9111,98,3200,2471,2000,100,4740,100,,,0,3600,53,3600,2877,100,1500,100
ATA,,,31000,25,36300,159,57,31000,961,22000,27,33400,270,8,22000,361,28000,,,0,,,0,27976.890625,22,28000,1000,113,27000,999,38000,24,38000,24,,,0,32000,14,32000,235,2,26600,138
ATP,,,50000,5,50000,48,2,41000,2,30000,100,49000,200,,,0,12377.2998046875,,,0,,,0,40000,,,0,50,40000,50,12377.2998046875,,,0,,,0,25000,,,0,40,27200,40
AU,,,2700,66,2990,7359,835,2700,5374,3190,300,3190,2127,200,2800,4030,2200,,,0,,,0,2110,25,2320,10745,74,2110,3309,998,51,2000,51,,,0,2140,155,3440,3580,985,2140,1203
AUO,137,,500,150,595,30918,13,485,9661,723.0599975585938,74,888,194,1000,300,4948,300,295,250,1295,,,0,430,2443,429,54407,74,370,8602,280,,,0,,,0,430,2970,430,21372,1000,355,6945
AWF,,,5700,7,5700,21,25,4500,114,5680,15,5680,463,20,4000,20,2951.989990234375,,,0,,,0,8000,97,8000,328,49,5000,119,2951.989990234375,5,5950,5,,,0,7400,9,7400,36,,,0
AWH,,,18849.310546875,43,18900,733,,,0,15800,130,24000,140,270,15800,370,8430.919921875,,,0,,,0,20000,12,20000,94,90,13600,272,8430.919921875,,,0,,,0,25000,,,0,,,0
BAC,,,3490,381,3490,1663,500,3100,2020,3150,1013,3150,1763,500,2800,1600,1280.9100341796875,,,0,,,0,3292.919921875,157,3300,1512,500,2600,4278,2250,,,0,,,0,3452.719970703125,,,0,730,2200,1730
BAI,,,15442.41015625,500,16500,2248,304,14700,304,14359.16015625,50,15700,406,20,7100,20,6821.509765625,,,0,,,0,16800,5,16800,296,500,14500,500,6821.509765625,,,0,,,0,16300,11,16300,40,100,10000,100
BBH,758,2930,2930,100,2930,7811,588,2880,3961,2870,2,2870,16676,4,2850,1602,2876.68994140625,104,2900,104,164,2800,216,2900,5,2900,9105,626,2890,4429,3000,353,3000,1879,102,2000,102,2930,100,2930,16683,65,2890,1286
BCO,,,850,4442,850,26674,2000,711,14419,851,180,851,15022,140,710,8600,660,400,1000,400,200,780,200,710,1440,740,34770,750,710,22813,640,,,0,,,0,776,329,776,9313,360,701,5806
BDE,859,2730,2726.780029296875,100,2730,4382,754,2650,3216,2050,25,2050,4105,54,2010,613,2800,149,2800,149,10,879,30,2690,13,2690,5646,57,2650,7159,2800,353,2800,408,75,1800,75,2730,100,2730,600,797,2660,2926
BE,,,2170.530029296875,368,2250,13690,980,1960,7965,2415.81005859375,413,2490,2062,230,1900,2913,2900,100,3000,100,,,0,2500,61,2490,10005,2,2050,10017,1700,18,1700,18,,,0,3420.9599609375,6,4000,73,22,2000,2642
BEA,84,,301,7964,350,20546,23,301,23152,348,448,348,14453,10,312,12447,250,,,0,,,0,302,782,499,2090,338,302,19648,250,16,400,16,757,250,757,491.44000244140625,116,500,558,267,302,28596
BER,,,800,136,800,26304,2000,465,26995,870.3300170898438,11,864,7887,4000,400,13053,400,1000,10000,2000,,,0,1200,364,1200,11947,500,550,17823,117.55000305175781,50,551,50,,,0,798.530029296875,117,800,2146,2000,326,4000
BFP,,,26000,8,25000,8,,,0,25000,,,0,,,0,20233.01953125,,,0,,,0,24000,,,0,,,0,20224.419921875,,,0,,,0,25000,,,0,,,0
BFR,,,5500,11,6000,21,78,4500,78,7017.89013671875,76,8000,113,98,7200,424,2515.4599609375,,,0,,,0,8000,6,8500,6,19,5000,243,2515.4599609375,,,0,,,0,4000,17,7000,17,46,4000,46
BGC,,,750,2731,750,6856,3000,700,5000,778.9600219726562,1000,799,5045,1000,700,3457,600,,,0,,,0,739,323,739,8299,2980,700,19026,500,200,650,200,,,0,737,4974,737,12048,962,700,1773
BGO,,,2855.6201171875,80,3310,12638,185,2840,4375,4490,96,4490,2812,100,3700,2699,2000,70,3000,70,,,0,3180,5,3180,6424,103,2920,5468,2100,70,2800,167,3,2100,100,3290,128,3290,4088,171,2100,526
BGS,,,214000,1,214000,9,1,100000,3,228000,4,216000,5,,,0,87625.203125,,,0,,,0,250000,1,219000,2,,,0,87625.203125,,,0,,,0,219000,1,219000,19,,,0
BHP,,,5790,6,5790,1175,20,5100,1855,5790,20,5790,1003,6,5010,1057,1500,,,0,,,0,5500,906,5500,11174,46,5260,3611,5000,31,5000,262,,,0,6340,15,6340,951,30,4710,398
BID,,,70000,24,69900,238,,,0,80000,51,80000,51,,,0,24575.119140625,,,0,,,0,55000,3,70000,253,,,0,24575.119140625,49,70000,49,,,0,80000,7,80000,13,,,0
BL,,,6780,38,6780,818,490,6000,944,7950,14,7950,215,26,5000,26,4500,,,0,,,0,7291.490234375,6,8490,505,140,4360,402,2986.699951171875,10,7500,10,,,0,6880,78,6880,423,15,6600,31
BLE,,,2990,100,2980,2162,95,1750,595,2250,34,2250,2316,33,1000,33,1804.3399658203125,,,0,,,0,2090,188,2090,3353,253,1400,1391,1804.3399658203125,10,2300,10,,,0,2200,60,2190,752,5,220,5
BMF,,,32900,9,32900,596,112,28000,612,33500,30,33400,417,226,28000,226,10946.0302734375,,,0,5,22000,5,31000,284,31000,614,1,28100,174,60000,29,60000,29,,,0,32309.66015625,8,32500,393,1,20000,1
BND,,,230,122,230,123,,,0,325,75,325,75,,,0,270.1499938964844,,,0,,,0,323,,,0,10,150,10,500,,,0,,,0,155,,,0,,,0
BOR,,,175,284,449,22664,496,175,4996,307.3699951171875,750,319,4223,500,231,3269,300,,,0,300,225,300,350,3361,350,46526,333,256,10786,350,100,280,512,50,130,250,800,1076,800,1076,20,230,2021
BOS,,,7357.18017578125,827,7990,2563,167,3900,614,4100,32,5700,32,168,4100,956,3250,,,0,,,0,5991.7099609375,65,5980,667,500,4510,4540,4350,,,0,,,0,4950,37,7000,37,20,3800,570
BPT,,,9290.400390625,3,14000,115,,,0,4380,,,0,,,0,2208.169921875,,,0,,,0,10000,546,10000,1642,,,0,2208.169921875,,,0,,,0,9000,34,9000,68,,,0
BR1,,,818259.9375,1,750000,47,1,700000,1,963000,1,964000,8,2,680000,4,1300000,,,0,,,0,895000,2,899000,8,1,500000,1,254764.78125,,,0,,,0,1027482.6875,1,1300000,1,1,450000,1
BR2,,,994000,1,994000,25,1,900000,1,972854.875,1,972000,7,,,0,1300000,,,0,,,0,1030000,1,1050000,7,,,0,341875.34375,,,0,,,0,1170000,1,1180000,2,1,900000,1
BRM,,,255,673,255,26540,2900,205,6260,270.4599914550781,326,317,13519,1844,266,2944,419,780,420,780,200,250,1200,288,385,288,16469,50,191,22230,250,420,250,420,,,0,270,1,500,101,1412,270,3162
BRO,,,3430,508,3410,4713,387,2200,400,4490,390,4490,973,500,2800,828,2500,,,0,,,0,3940,16,3940,951,39,2600,2411,830.0499877929688,,,0,,,0,4000,93,6400,493,25,3000,1087
BRP,,,8000,,,0,,,0,4000,,,0,,,0,2661.340087890625,,,0,,,0,5500,151,7500,151,,,0,2661.340087890625,,,0,,,0,7500,56,7500,56,,,0
BRS,,,450000,1,572000,7,1,400000,4,600000,3,586000,5,,,0,128580.3203125,,,0,,,0,579000,1,579000,2,1,500000,3,128580.3203125,,,0,,,0,590000,1,999000,2,1,500000,7
BSC,,,45152.26953125,48,50800,1170,61,45100,133,54000,142,54000,802,20,45000,20,14494.900390625,,,0,,,0,52000,181,52000,381,,,0,14494.900390625,1,52000,1,,,0,54810.1015625,119,54900,119,,,0
BSE,429,1920,1920,100,1920,85990,1371,1890,13938,1860,5246,1890,94597,4,1860,2014,2000,52,2000,329,3,1600,49,1920,100,1920,49100,539,1850,13649,2000,148,2000,2159,202,1000,202,1920,100,1920,76619,290,1890,3795
BSU,,,556074.875,,,0,,,0,850000,,,0,,,0,556074.875,,,0,,,0,556074.875,,,0,,,0,556074.875,,,0,,,0,556074.875,,,0,,,0
BTA,505,1820,1790,100,1820,100,27,1720,2159,1780,47,1780,1448,7,1700,771,1590,91,1590,291,200,1580,200,1760,26,1760,5623,281,1550,7381,1900,189,1900,1008,10,1800,94,1780,133,1780,770,41,1750,457
BTS,,,527.010009765625,1450,699,34313,100,600,100,768.6900024414062,560,889,5060,400,660,11100,100.3499984741211,820,1000000,1640,,,0,668.5,400,668,26671,300,550,4641,529,,,0,,,0,590,5659,590,11606,,,0
BWH,,,7980,,,0,,,0,9000,19,9000,19,,,0,3005.0400390625,,,0,,,0,8800,10,8800,16,120,3320,193,3005.0400390625,,,0,,,0,7500,381,7500,1381,,,0
BWS,,,27700,4,27700,522,100,25000,200,34886.21875,30,34900,105,,,0,30000,,,0,5,22000,5,28800,36,28800,714,5,23300,314,8600.3701171875,1,23000,1,,,0,30000,29,30000,29,2,25800,32
C,225,,1264.4599609375,1062,1270,107048,174,1160,38495,1200,2570,1200,51191,100,1130,20443,747.9299926757812,888,1150,6073,,,0,1350,10184,1350,59543,14,1300,59571,1000,1255,1100,4689,316,900,1461,1168.18994140625,500,1170,41887,762,1100,51520
CA,,,303.5199890136719,81,758,331,288,300,288,999,45,3500,418,60,300,170,101,,,0,,,0,1125.43994140625,8,1240,352,10,750,3255,991.3400268554688,15,1000,15,,,0,1077.530029296875,51,1400,294,10,750,283
CAF,,,2195.969970703125,61,2000,19056,50,1650,2381,1790,188,1790,21828,5,1700,4079,1000,246,1700,1208,,,0,2070,107,2070,5215,10,1800,7974,1550,,,0,500,1000,500,2000,26,2000,9945,20,1750,2692
CAP,,,284.4100036621094,1910,295,8983,176,250,5625,329,284,328,1966,716,280,716,142.10000610351562,,,0,,,0,331.54998779296875,582,349,18550,4686,275,11888,142.10000610351562,100,500,100,,,0,330,21,330,21,1000,200,2100
CBL,91000,,91832.703125,10,93000,25,30,91200,240,91100,2,100000,2,63,91100,163,91000,,,0,,,0,93606.1171875,10,100000,155,6,91300,279,92000,,,0,,,0,96594.4609375,9,98000,29,6,91200,188
CBM,63000,,64000,18,74900,56,8,64000,128,63479.3984375,10,66900,423,8,64000,118,29533.970703125,,,0,,,0,65137.69921875,59,69900,159,10,63100,110,29533.970703125,5,69900,5,,,0,63100,,,0,50,63100,150
CBS,42000,,42040.41015625,4,42800,561,100,42000,100,43800,29,43800,396,100,42000,100,17919.900390625,2,49000,7,,,0,42315.078125,94,43000,251,30,42100,130,17919.900390625,10,43000,10,,,0,42244.421875,8,48900,58,100,42000,100
CBU,,,480000,10,470000,10,10,420000,50,490000,10,640000,71,10,410000,10,174192.875,,,0,,,0,650000,1,630000,170,10,420000,39,174192.875,,,0,,,0,500000,130,700000,130,10,410000,60
CC,650000,,650000,,,0,100,650000,100,650000,1,700000,1,100,650000,100,331160.125,,,0,,,0,650000,5,750000,5,100,650000,100,331160.125,,,0,,,0,650000,,,0,100,650000,100
CCD,80000,,80000,50,81000,1300,100,80000,100,80000,26,81000,522,100,80000,100,27594.740234375,,,0,,,0,80000,917,80300,1429,100,80000,100,27594.740234375,,,0,,,0,80000,28,84000,41,100,80000,100
CD,,,23900,106,23900,117,100,10000,100,25000,97,25000,97,10,20000,10,7893.7001953125,,,0,,,0,17523.75,10,20000,69,,,0,7893.7001953125,10,13200,10,,,0,25000,,,0,,,0
CF,,,9989.7802734375,1,10100,1587,83,8620,835,9590.33984375,2,10200,767,194,9610,410,5000,26,9000,26,,,0,10108,23,11900,68,100,9010,1664,7850,,,0,,,0,9082.2001953125,55,9000,185,24,8880,1175
CHA,,,98800,18,70000,428,5,35000,138,69000,1,69000,10,5,30000,5,21001.5,,,0,,,0,40000,2,90000,7,5,30000,5,21001.5,,,0,,,0,75000,4,100000,9,5,30000,5
CL,,,4320,57,4320,13855,78,3650,2170,4400,478,4400,22665,12,3860,2584,4440,300,4600,710,180,2300,180,4394.10986328125,37,4190,14827,159,3800,2245,4430,10,4430,164,100,4000,100,4260,134,4500,12020,37,4260,6620
CLI,51,,235.97000122070312,22462,240,75959,742,220,4687,369.7099914550781,456,400,5335,102,220,6683,170,180,250,180,246,170,2246,320,8204,300,14101,120,241,14541,375,1184,299,2687,90,200,90,250,69,250,3100,589,212,5141
COF,,,1040,527,1040,37684,10,1000,18259,930,49,930,60359,8,925,4270,1016.7899780273438,1000,990,2357,,,0,1000,176,1000,53327,14,944,13092,920,1760,925,5304,2998,750,3278,1090,894,1090,18177,16,925,31745
COM,,,134000,31,134000,121,2,125000,22,125416.3828125,10,130000,92,1,116000,61,250000,,,0,,,0,130000,33,130000,147,4,122000,106,116000,,,0,,,0,134000,17,134000,66,10,115000,19
COT,,,3890,44,3890,7245,928,3100,1928,3200,12,3400,10946,396,3200,896,3000,,,0,,,0,4070,504,4070,18624,520,3100,1940,6000,20,6000,120,,,0,3455,14,3460,6377,100,3100,487
CPU,,,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0
CQL,,,2290000,1,2170000,28,,,0,1677185.75,1,1730000,10,2,1600000,2,1000000,,,0,,,0,1931842.75,2,1900000,5,,,0,638520.4375,,,0,,,0,1980000,1,1980000,4,,,0
CQM,,,1890000,1,1880000,30,1,1000000,3,2190000,1,2100000,2,2,1500000,6,875000,,,0,,,0,1713889.5,1,1750000,3,1,663000,3,484121.625,,,0,,,0,1670000,1,1650000,6,1,750000,1
CQS,,,1850000,1,1870000,5,1,860000,2,2000000,1,2090000,3,1,900000,4,800000,,,0,1,600000,1,1558466.25,1,1550000,3,1,955000,2,378967.375,,,0,,,0,1640000,1,1640000,2,1,850000,1
CQT,,,408500,1,408000,6,,,0,499000,1,495000,4,1,150000,4,250000,,,0,,,0,500000,1,510000,1,1,102000,5,107765.7734375,,,0,,,0,494057.09375,1,495000,2,,,0
CRU,200000,,200000,1,350000,3,100,200000,100,200000,1,298000,2,100,200000,100,139438.875,,,0,,,0,210000,21,210000,33,100,200000,100,139438.875,,,0,,,0,139438.875,,,0,100,200000,100
CST,,,2500,92,2500,93,1,56,1,1900,126,1900,251,4,100,4,2923.840087890625,,,0,,,0,1000,3,1000,108,,,0,2923.840087890625,,,0,,,0,2240,56,2240,143,5,240,5
CTF,,,28000,43,28000,408,25,25000,85,28364.310546875,107,31900,308,20,26000,175,16000,,,0,,,0,32238.390625,39,37300,271,35,27500,405,20500,10,60000,10,,,0,35000,10,37900,65,10,30000,360
CU,,,1720,373,2100,18206,274,1710,4553,1870,440,1870,6296,2,1550,247,2250,554,2250,554,,,0,1350,9,1700,14885,577,1350,2121,3000,59,3000,59,50,1000,50,2340,101,2300,6764,112,1950,1368
CUO,63,,360,5000,350,37178,100,208,10937,458,2180,459,6502,100,75,700,163,,,0,,,0,320,204,319,41243,50,250,5412,600,,,0,,,0,419.5,413,378,13553,300,235,690
DA,,,65000,62,65000,77,20,57500,80,59900,71,59900,91,3,48000,43,45000,,,0,,,0,75000,19,75000,19,4,52600,60,26164.140625,,,0,,,0,80000,35,80000,35,,,0
DCH,,,23319.05078125,20,23900,610,41,23000,126,23000,5,24400,45,,,0,8996.759765625,,,0,,,0,22000,1,24900,104,,,0,8996.759765625,,,0,,,0,25400,,,0,,,0
DCL,,,8457.2998046875,1578,8460,4230,50,6000,50,6982.2900390625,196,8370,491,29,5500,29,3482.6298828125,,,0,,,0,7521.9599609375,479,7690,2281,199,6800,471,3482.6298828125,10,6790,10,,,0,9915.48046875,100,9900,402,50,7000,50
DCM,,,5880,85,5880,3387,1000,5200,6953,5800,54,5800,587,984,5000,3052,3500,,,0,,,0,5555.10986328125,8,5860,5166,400,4900,2239,4900,,,0,,,0,5701.8701171875,298,6490,298,210,4750,4942
DCS,,,2133.510009765625,532,2140,13041,174,1700,1467,2050,8,2420,1858,172,2050,272,1500,,,0,,,0,2200,400,2200,3144,300,1900,3046,1840,,,0,,,0,2290.43994140625,305,4000,305,250,1950,4336
DD,,,37000,50,38500,86,,,0,37000,20,37000,33,,,0,25000,,,0,,,0,25000,1,40000,6,,,0,26664.98046875,,,0,,,0,30000,2,40000,6,,,0
DDT,,,5450,284,5450,6988,50,5000,3644,5340,501,5250,6028,73,4720,5296,4000,,,0,50,3700,1050,4800,12,5180,8880,1463,4800,7495,5946.7900390625,32,5750,697,,,0,5310,53,5310,4949,12,5260,1266
DEC,,,30745.259765625,500,38900,2049,13,25100,401,28061.94921875,1,33300,123,2,26100,405,9363.1298828125,,,0,,,0,24133.779296875,1,30000,145,190,24100,435,9363.1298828125,44,40000,44,,,0,36967.5,10,37000,86,100,23000,501
DIS,,,12000,92,13000,185,,,0,17000,1,16000,60,5,8000,5,9500,,,0,,,0,39000,53,39000,73,,,0,20000,4,20000,4,,,0,20000,24,20000,24,,,0
DOU,,,399000,2,399000,11,,,0,102013.5703125,,,0,,,0,102013.5703125,,,0,,,0,500000,54,500000,54,,,0,102013.5703125,,,0,,,0,275000,,,0,,,0
DRF,,,6336.4599609375,112,6340,1430,212,5600,1712,7290,26,7440,28,100,5000,100,3015.909912109375,,,0,,,0,6862.5,11,6200,262,88,5800,388,3500,,,0,,,0,6500,3,6500,8,,,0
DV,,,13000,19,14900,100,61,13000,61,13000,10,12900,96,,,0,15000,,,0,,,0,11900,2,11900,270,,,0,12324.5400390625,,,0,,,0,14400,4,14500,5,,,0
DW,19.200000762939453,122,122,100,122,74100,2796,119,375701,119,5219,119,14319,66959,116,318806,120.41999816894531,950,125,950,7000,106,9200,122,100,122,233247,100,119,264231,140,5808,140,7808,5000,110,18156,121,7373,121,205806,407,118,388806
EBU,,,430000,14,430000,14,10,240000,10,240000,89,430000,91,17,240000,17,90558.96875,,,0,,,0,278000,100,430000,146,10,260000,20,90558.96875,,,0,,,0,300000,52,430000,52,13,260000,13
EDC,8000,,8010,500,8500,760,1228,8010,1328,8000,6,8090,1244,100,8000,100,11000,,,0,,,0,8000,174,9500,269,100,8000,100,8216.3603515625,,,0,,,0,8000,18,8500,18,100,8000,100
EES,,,50000,48,59900,1119,10,550,10,53801.12890625,1,57700,279,12,53500,52,75000,5,65000,5,,,0,49800,24,59800,153,15,49800,15,48435.5,,,0,,,0,50000,74,69300,92,4,17500,4
ENG,,,848333.3125,1,857000,65,,,0,814000,1,815000,18,,,0,367068.125,,,0,,,0,868000,1,850000,24,,,0,367068.125,,,0,,,0,929000,1,929000,22,,,0
EPO,,,202.3300018310547,2000,208,421203,5482,202,141582,200.7100067138672,1600,200,337595,20000,172,164609,225,4000,259,9000,500,100,500,189,1300,205,236160,19387,189,266067,195.57000732421875,4400,190,14400,1000,160,6000,189.1999969482422,7800,202,156653,1076,188,125725
ES,,,2090,113,2090,2079,10,1910,771,1979.9300537109375,231,2290,3866,50,2000,248,2000,,,0,,,0,2900,185,2900,14822,20,2010,1295,1876.989990234375,20,1440,20,,,0,2800,110,2800,3265,22,2000,1071
ETC,,,39700,4,39700,345,40,20000,140,28654.9296875,14,28000,18,36,20000,56,15000,,,0,,,0,31029.94921875,52,33300,58,33,15900,273,10273.099609375,,,0,,,0,30000,60,30000,175,10,25000,10
EXO,,,400,203,400,15196,40,360,12470,400,517,400,11184,2,350,14138,420,454,420,1164,,,0,450,4443,450,14452,20,361,19930,350,2360,400,2360,400,250,600,500,59,500,15969,30,413,7474
F,,,1000,200,1490,3060,98,353,298,1000,,,0,,,0,1000,181,1000,181,,,0,2000,5563,2000,23042,4,762,10995,222.22000122070312,1000,2900,8594,,,0,2600,89,2000,2587,20,508,620
FAL,,,2881.199951171875,800,3550,5593,1000,1810,4620,2800,1372,2800,5974,75,2040,1506,1026.6400146484375,,,0,,,0,2740,842,2750,5535,157,2500,5256,1026.6400146484375,10,2730,10,,,0,3686.239990234375,434,3690,1285,1000,1500,1000
FAN,,,3279.22998046875,16,3270,1401,500,2410,3080,2210,4,2850,200,104,2210,1574,972.260009765625,,,0,,,0,3063.7099609375,412,3200,1430,179,2210,2027,1000,,,0,,,0,2247.3798828125,179,3100,179,200,2260,204
FC,,,5600,76,6550,4415,677,5600,2334,6569.22998046875,1,6300,1511,599,5810,1628,2253.139892578125,,,0,,,0,5800,12,5800,5072,156,5110,3383,2253.139892578125,,,0,,,0,9911.509765625,70,9950,130,200,4010,220
FE,,,1040,169,1100,34244,8,1040,11139,910,502,925,28050,2886,815,11758,1200,1109,1200,1209,267,850,1295,993,5,980,27771,220,926,7672,900,278,950,1107,,,0,860,383,1130,8622,181,860,4744
FEO,32,,116,2679,154,90289,3614,116,16347,96,4830,130,59774,8935,96,18318,120,2000,80,3000,953,40,953,83,68,95,77334,29,83,34145,80,127,80,6707,,,0,130,728,148,17263,3948,130,22094
FET,,,3970,214,3970,8740,1000,2350,4368,3483.179931640625,48,3500,5160,500,3400,1115,1760.800048828125,,,0,,,0,3500,374,3500,9872,53,3450,2037,1760.800048828125,,,0,,,0,4300,674,3700,6521,10,1250,18
