Ticker,MMBuy,MMSell,AI1-Average,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
OVE,40,153,153,100,153,26408,1879,150,36122,153,100,153,28472,5000,136,110990,148.6300048828125,991,150,991,10,146,2536,153,100,153,33546,500,147,47743,150,1000,148,2058,7959,95,8959,153,100,153,30937,50,150,61307
PBU,,,21000,46,21000,316,100,16000,100,21000,24,21000,350,50,19000,110,8070.6201171875,,,0,,,0,20952.26953125,44,21000,100,100,18000,105,8070.6201171875,,,0,,,0,21000,28,21000,639,20,19000,130
PCB,,,2500,525,2750,15876,1356,2500,5356,2790,400,2780,6250,1000,2350,3430,2300,,,0,,,0,2715.030029296875,50,2720,4185,2103,2600,6992,802.4199829101562,,,0,,,0,2780,412,2780,1230,1000,2010,1166
PDA,,,3690,129,3690,1478,15,2760,337,3350,4,3350,884,16,2800,256,5000,43,5000,43,50,2200,50,3900,257,3900,807,1,3000,1633,2550,354,4500,354,,,0,3740,97,3740,679,1,2860,168
PE,,,15.5,55069,15.5,978017,640,13,1660185,11.300000190734863,8000,11.800000190734863,5545911,18200,11.300000190734863,1906827,12.100000381469727,5000,12.100000381469727,205000,,,0,14,90000,14,2724818,10000,12,2029458,11,10100,11,53609,10000,10,60000,11.0600004196167,114089,12.399999618530273,3164709,178636,11,1273536
PFE,,,1000,98,1000,2918,2000,810,2294,900,5000,880,8842,,,0,825,280,825,280,,,0,1009.4299926757812,60,1080,710,1900,900,3999,1150,270,800,270,119,500,119,930.1199951171875,30,929,2677,470,850,650
PFG,,,4500000,2,4500000,2,,,0,2000907.875,,,0,,,0,2000907.875,,,0,,,0,3690000,,,0,,,0,2000907.875,,,0,,,0,2000907.875,,,0,,,0
PG,,,61.689998626708984,10000,69.69999694824219,277104,20000,60.29999923706055,430661,57.099998474121094,6795,58.900001525878906,193188,3612,57.099998474121094,318149,60,5082,60,5082,50000,56,50000,62.15999984741211,34456,64.0999984741211,784761,200,58,821826,50,5000,55,10000,1923,48,11923,58.5,3311,58.5,394971,500,51.400001525878906,56549
PIB,,,1900,6,2000,55,76,501,156,2070.3701171875,24,2500,24,5,800,1356,1500,53,2000,53,,,0,2500,2,2500,2,100,150,100,549.1900024414062,,,0,,,0,1500,113,1500,129,20,149,20
PK,,,2200,99,2200,333,,,0,999,143,999,1453,,,0,832.6099853515625,,,0,,,0,1000,2,1200,2,999,450,999,832.6099853515625,,,0,,,0,1000,44,1000,44,,,0
POW,6000,,9990,40,9990,3453,146,9000,1096,9980,34,9980,3837,10,8600,668,9500,50,9500,90,,,0,10500,1,10500,2206,1018,10000,1118,13000,,,0,,,0,11900,60,11500,69,10,8600,959
PPA,,,301,464,350,1010,10,301,11614,360,3,360,7553,614,320,3018,300,,,0,,,0,260,1000,320,11786,984,260,1604,220,,,0,990,220,990,462.94000244140625,947,648,947,4210,300,4210
PSH,,,10000,187,10000,2324,100,9000,100,10000,18,12000,1007,,,0,4013.580078125,,,0,,,0,10426.1796875,13,11700,1721,25,9000,854,4013.580078125,32,13000,32,,,0,10000,360,13600,636,69,10000,79
PSL,,,5488.31005859375,460,5500,3869,261,4810,3977,5267.919921875,265,5300,851,12,5000,2495,5000,92,5000,92,,,0,5700,211,5700,2246,127,4800,2214,4320,30,4320,102,24,3000,24,5690,11,5690,305,50,4350,94
PSM,,,3250,500,3500,2985,555,3000,2525,2800,10,3250,61,490,2800,3991,2500,,,0,,,0,4200,255,4200,943,250,3000,3621,1299.4200439453125,35,3000,35,,,0,4500,120,4500,121,250,2650,809
PSS,,,1600,18,1700,13818,416,1600,2300,1480,20,1690,2356,877,1480,7795,450,,,0,,,0,1885.800048828125,29,2000,5836,1000,1300,2500,1600,100,3000,100,,,0,1870,62,1870,2762,295,1050,3844
PT,,,575,6621,575,35202,50,521,6687,560,4293,560,30839,75,501,4290,600,200,660,1495,15,500,15,570,2970,570,45018,100,492,10942,700,89,700,125,15,600,15,639,1428,639,19522,500,500,1544
PWO,,,399,1,399,22807,200,361,6815,418,74,417,36916,100,364,5466,390,118,390,1690,4,355,3021,424,629,424,25494,15,373,15892,350,158,350,1846,495,200,495,433,1988,459,10993,27,361,2471
QCR,,,999364.875,1,999000,23,1,800000,1,998000,1,999000,9,1,900000,4,850000,,,0,,,0,1112076.25,2,1200000,3,5,800000,6,365080.84375,,,0,,,0,1500000,1,1600000,1,1,500000,1
RAD,,,14664.01953125,23,14900,123,100,12100,288,13356.48046875,73,13000,210,,,0,3700.18994140625,,,0,,,0,15000,62,15000,529,100,13100,445,3700.18994140625,10,14500,10,,,0,16000,39,16000,39,,,0
RAG,,,550000,1,699000,4,,,0,550000,11,690000,12,1,550000,2,259841.8125,,,0,,,0,569000,5,569000,13,9,480000,9,259841.8125,,,0,,,0,580000,4,650000,8,,,0
RAM,,,3150,18,3090,2317,500,2800,1859,2657.489990234375,137,2800,1251,500,2400,1051,1238,,,0,,,0,3000,122,3000,2773,709,2700,1689,1600,10,3000,10,,,0,2828.81005859375,92,2900,490,100,2500,1100
RAT,32,176,176,100,176,1388862,20,175,604578,175,4565,175,789117,18,174,149914,183.52000427246094,,,0,9950,150,19600,174,100,176,822600,24191,174,193279,155,429,155,6876,1000,150,26224,175,9452,175,712901,3919,171,474513
RBH,,,19800,39,19600,2583,67,17500,468,20000,178,20000,1750,100,18000,100,22000,20,22000,20,,,0,17200,26,17200,2626,235,16800,835,25000,8,20000,8,10,10000,10,19947.220703125,6,20000,1158,7,17600,160
RCO,400,,1500,37,1990,5725,7,1600,5931,1740,327,1740,10633,394,1320,2170,1700,120,1400,804,500,1000,500,1449.2099609375,50,1700,3343,110,1500,3981,1400,140,1400,356,849,900,849,1769.5,8,1500,1019,10,1290,5406
RCS,,,250000,1,290000,5,1,200000,8,240000,,,0,5,215000,12,93742,,,0,,,0,225000,2,225000,8,,,0,93742,,,0,,,0,210000,2,220000,2,1,200000,1
RCT,,,928000,1,926000,6,,,0,959000,1,959000,3,1,500000,3,1000000,,,0,,,0,845000,2,840000,5,,,0,357974.875,,,0,,,0,960000,1,979000,1,,,0
RDE,,,38800,36,38700,1229,17,32400,652,55000,15,54700,374,2,30000,530,38000,10,54000,22,,,0,39800,177,39800,914,12,31800,733,50000,57,50000,57,10,15000,10,40900,164,40900,664,50,31500,924
RDL,,,1100000,1,1370000,23,1,200000,1,1035000,1,1030000,6,,,0,378869.09375,,,0,,,0,1390000,1,1390000,3,1,1200000,2,378869.09375,,,0,,,0,1600000,1,1400000,1,,,0
RDS,,,800000,1,800000,1,,,0,775000,1,800000,1,,,0,208036.5625,,,0,,,0,800000,1,800000,1,,,0,208036.5625,,,0,,,0,800000,1,800000,1,,,0
RE,,,1000,1760,2700,26754,327,1000,337,3700,70,3700,14811,100,2600,200,3000,279,3500,279,,,0,3400,937,3390,53447,100,2800,100,5000,12,4500,3760,,,0,2800,300,4200,11955,,,0
REA,,,1157.719970703125,443,1280,9575,,,0,1200,392,1200,5763,50,1100,350,500,17,3000,17,,,0,1290,969,1290,7569,104,985,5699,900,400,900,1600,,,0,1194.969970703125,168,1200,688,340,1010,1404
RED,60000,,60000,200,60200,210,100,60000,100,60000,3,69900,248,100,60000,100,22664.060546875,,,0,,,0,60000,12,64900,387,100,60000,100,22664.060546875,,,0,,,0,60000,20,66000,20,100,60000,100
REO,,,2000,1,1980,2654,1000,400,1320,2100,52,2190,868,316,2100,416,164.57000732421875,270,2000,270,24,1000,24,400,,,0,,,0,2000,,,0,46,2000,46,0.009999999776482582,,,0,800000,0.009999999776482582,800000
REP,,,920,1573,920,15073,2000,709,11974,880,159,887,10667,4,880,896,950,150,950,950,6,630,6,820,3645,820,20202,2000,740,19070,700,87,700,164,50,620,113,900,1139,900,11443,185,755,2851
RG,,,1359.6199951171875,100,1680,17473,503,1300,6499,1970,24,1970,5706,57,1370,2697,2090,,,0,,,0,1634.6300048828125,370,1690,11269,75,1400,23527,2500,2,2220,120,,,0,1685.1300048828125,390,1690,10562,196,1470,3187
RGO,,,2340,161,2320,1084,500,1650,700,2180,664,2180,847,50,1310,605,794.6900024414062,,,0,,,0,2500,650,2500,3238,158,1690,1378,794.6900024414062,10,2100,10,,,0,2000,60,2000,77,77,1000,77
RHP,,,6976.5,20,6980,112,50,6200,86,7008.89013671875,47,7000,60,100,6200,100,2754.409912109375,,,0,,,0,6590,1,6340,623,100,6100,100,2754.409912109375,,,0,,,0,7000,60,7500,60,,,0
ROM,,,5450,81,5450,7815,741,5000,5444,5690,200,5680,2156,620,4600,1631,1901.9599609375,,,0,,,0,5400,396,6200,2771,296,4850,5193,4500,40,7500,40,,,0,5895.9599609375,6,5900,1048,200,3260,301
RSE,,,29500,105,29500,2772,100,27000,608,29300,158,30800,2478,97,27200,496,33000,20,35000,20,,,0,27800,56,27700,1316,2,27400,1551,30000,5,30000,5,10,15000,10,29951.669921875,20,30000,859,150,28000,612
RSH,,,30000,711,40000,712,15,30000,429,50000,,,0,,,0,19215.0703125,,,0,,,0,22200,,,0,14,22200,54,28000,,,0,,,0,40000,,,0,30,22000,30
RSI,,,2000,427,2000,428,300,200,300,1650,7,6000,7,12,1650,12,684.2000122070312,,,0,,,0,2116.0400390625,904,2100,908,19,722,1034,1150,,,0,,,0,2490,13,2480,85,,,0
RTA,,,17100,65,17100,3325,14,14700,1114,21800,126,21700,1590,30,16600,268,17300,10,25000,10,,,0,17300,56,17200,1420,4,15100,1182,20000,2,20000,2,10,8000,20,16800,1,16800,754,50,14500,641
S,,,378,2852,378,4706,10,300,7775,294,857,294,4896,500,145,4531,280,,,0,,,0,300,84,280,6374,478,155,19006,145,42,180,142,,,0,220,2199,220,13455,5183,200,10727
SA,,,7679.8798828125,42,8300,108,81,7500,81,8300,4,8200,164,,,0,3410.75,,,0,,,0,8280,136,8290,304,42,7500,124,3410.75,,,0,,,0,15000,1,9000,144,10,7500,20
SAL,,,7690,5,7690,124,27,7100,527,7880,2,7760,295,49,7000,49,3410.75,,,0,,,0,7500,69,7690,749,87,7500,87,3410.75,,,0,,,0,7500,6,7500,140,28,7000,58
SAR,,,32100,10,32000,3024,50,29700,737,38835,50,38900,1111,5,29200,158,9564.2099609375,,,0,,,0,36900,6,36900,603,50,30200,295,9564.2099609375,10,34000,10,,,0,31900,117,31900,727,20,26500,72
SBU,,,43000,153,43000,1153,15,33000,15,43998.2890625,6,43900,177,15,33000,51,14800.4404296875,,,0,,,0,35000,16,35000,229,8,32000,54,14800.4404296875,,,0,,,0,36900,10,43000,160,15,30000,15
SC,,,1290,44,1290,4924,130,928,4409,1340,7,1340,3425,22,1010,181,1600,95,1600,152,2,999,102,1250,1271,1250,5707,3,900,2795,2981.050048828125,75,3000,75,5,1200,105,1200,834,1200,5619,14,1000,854
SCB,,,110000,9,110000,19,,,0,120000,1,120000,3,,,0,53413.53125,,,0,,,0,160000,1,135000,3,1,50000,1,53413.53125,,,0,,,0,100000,1,169000,3,,,0
SCN,,,2980,196,2980,3682,40,2710,4680,3290,102,3290,1600,10,3100,1549,2500,915,2500,2428,,,0,3780,135,3780,1471,4,3000,1913,2500,133,2500,143,40,1500,40,3730,245,3730,1266,20,3110,407
SCR,82,,400,73,400,1694,46,183,3346,105,719,255,3759,268,105,3354,100,,,0,,,0,215,2560,300,5877,1233,215,11742,150,15,144,15,,,0,350,153,350,7114,969,300,4981
SDM,,,3400000,1,3000000,1,,,0,1115816.375,,,0,,,0,1115816.375,,,0,,,0,2500000,,,0,,,0,1115816.375,,,0,,,0,1115816.375,,,0,,,0
SDR,100000,,100000,50,101000,179,100,100000,100,100000,103,115000,133,100,100000,100,37717.0703125,,,0,,,0,100000,60,130000,60,100,100000,100,37717.0703125,,,0,,,0,100000,,,0,100,100000,100
SEA,,,199,15726,199,104986,25,190,104021,193.27000427246094,47,193,47542,489,175,113078,155,3450,155,8450,,,0,200,1424,200,58010,1000,162,149202,172.41000366210938,818,175,818,,,0,179,8170,179,39593,1000,122,109326
SEN,,,800,500,829,87890,384,800,29089,799,3500,800,38786,2000,730,3500,1300,,,0,50,610,100,800,78,828,48110,4981,800,8845,775,,,0,,,0,1330,500,1300,5516,1000,696,7366
SEQ,,,21659.970703125,30,24000,51,85,22000,313,23000,,,0,,,0,8481.08984375,,,0,,,0,20000,3,20000,40,59,18000,59,8481.08984375,,,0,,,0,25000,,,0,10,16000,10
SF,6,18,18,100,18,1765003,80,17.899999618530273,1704054,15.960000038146973,27691,16.799999237060547,1218690,200000,16,2774085,18,261,18,105270,100000,16.5,100000,17.899999618530273,60522,17.899999618530273,691059,1000,17.799999237060547,1551742,18.200000762939453,3000,18.5,36882,10011,17.399999618530273,83197,17.899999618530273,70950,17.899999618530273,1398656,5000,17.700000762939453,316133
SFE,,,62000,16,62000,94,7,50000,7,60000,6,63000,87,4,60000,24,25136.580078125,,,0,,,0,52000,10,54000,165,,,0,25136.580078125,,,0,,,0,60100,5,68900,67,,,0
SFK,,,115,4593,115,87804,5000,90,153000,79.55000305175781,174,95.30000305175781,53729,8796,75,115474,75,3889,85,6889,,,0,77,9318,77,234873,1180,71.0999984741211,249837,238,16,238,16,100,50,100,89.95999908447266,23072,90,98464,13,80,103701
SFL,,,98500,1,98200,40,,,0,118000,1,109000,39,,,0,39315.26953125,,,0,,,0,85000,1,88900,7,,,0,39315.26953125,,,0,,,0,11000,1,109000,13,,,0
SI,,,2535.679931640625,214,2530,19303,496,2460,10336,2650,19,2650,9013,63,2300,9707,2000,858,2700,1058,,,0,2740,31,2740,23270,39,2400,5651,3000,,,0,39,1000,39,2230,252,2220,2018,687,2150,9478
SIL,,,2800,174,2800,1489,,,0,2640,104,2640,799,201,1500,201,2265.139892578125,4,10000,4,,,0,2750,806,2750,3108,,,0,2265.139892578125,10,3500,14,,,0,1950,21,1950,544,20,1600,20
SIO,38,,102,700,127,265012,182,102,37716,131,445,138,158259,150,132,12633,190,903,145,3841,,,0,145,313,145,146403,20,140,41781,150,14900,150,23570,50,100,50,140,881,138,59736,1000,75.0999984741211,23356
SNM,,,110000,10,119000,75,20,110000,80,109000,5,109000,49,,,0,76610.65625,,,0,,,0,114280.7109375,4,115000,23,4,114000,104,76610.65625,,,0,,,0,110000,7,115000,15,10,65000,100010
SOI,,,1000,448,1000,2838,1000,800,8643,860.8800048828125,100,880,3248,808,680,3002,450,,,0,,,0,850,612,840,19163,41,703,9883,744,15,744,563,,,0,796,1785,797,4971,200,650,7516
SOL,,,1600,60,1590,5021,10000,1500,19500,1500,100,2000,100,40,1160,2775,446.0199890136719,,,0,,,0,1450,2314,1590,6314,302,1450,6145,1200,,,0,,,0,2950,1494,2950,1494,5000,1300,7988
SP,2500,,2750,88,2750,9099,100,2500,100,2890,394,2850,2319,56,2510,156,2900,10,2900,152,,,0,2890,106,2890,11440,100,2500,110,2560,,,0,,,0,3762.5,194,3850,1928,446,2550,746
SPT,,,600,299,750,300,,,0,600,1000,600,5000,,,0,189.3300018310547,,,0,,,0,520,100,520,100,,,0,189.3300018310547,,,0,,,0,778.8099975585938,156,780,28792,,,0
SRD,70000,,70100,13,100000,13,98,70100,198,70100,3,89900,147,65,70100,165,29473.939453125,,,0,,,0,70100,60,90000,60,100,70100,200,29473.939453125,,,0,,,0,70000,10,90000,10,100,70100,200
SRP,,,13900,87,13900,1830,,,0,17000,547,17000,1118,,,0,7928.259765625,,,0,,,0,16900,48,16900,207,100,4000,100,7928.259765625,,,0,,,0,20000,48,20000,48,,,0
SSC,,,697,200,696,7082,100,551,6140,719,73,719,665,40,531,2939,600,96,600,2196,,,0,680,1513,680,13745,61,571,8193,530,53,530,343,,,0,669.5700073242188,648,670,3590,100,630,651
SSL,,,69634.71875,1,68600,18,,,0,69863.640625,5,70900,6,2,58000,2,22109.029296875,,,0,,,0,69900,1,69900,7,,,0,22109.029296875,,,0,,,0,75668.6015625,1,79900,2,,,0
SST,,,10000000,2,10000000,2,,,0,3838074,,,0,,,0,3838074,,,0,,,0,10000000,,,0,,,0,3838074,,,0,,,0,3838074,,,0,,,0
STL,,,2181.25,23,2190,16715,56,1900,5696,2170,736,2170,10452,2,2080,2949,2300,122,2300,1172,200,1800,200,1870,36,1890,29768,398,1870,6548,2000,50,2100,150,,,0,2070,927,2070,10894,10,1780,2938
STR,1750,,2718.81005859375,6,2800,195,500,2300,826,2289.2099609375,80,2800,280,96,1800,490,2000,150,2000,151,,,0,3200,23,3200,305,200,1800,380,1950,12,2600,22,,,0,2620,,,0,40,2650,570
STS,,,189978.484375,1,189000,12,2,17400,6,167000,4,168000,5,,,0,95665.6796875,,,0,,,0,176000,1,179000,6,2,17000,2,95665.6796875,,,0,,,0,178000,3,176000,14,,,0
SU,,,115000,9,115000,11,,,0,200000,,,0,,,0,112362.03125,,,0,,,0,300000,20,300000,20,,,0,112362.03125,,,0,,,0,112362.03125,,,0,,,0
SUD,100000,,110000,4,110000,34,100,100000,100,100000,60,130000,60,100,100000,100,37979.5703125,,,0,,,0,120000,57,120000,57,100,100000,100,37979.5703125,,,0,,,0,100000,,,0,100,100000,100
SUN,,,790,130,790,4909,100,550,1184,650,300,650,700,10,350,784,475,200,1000,200,,,0,720,70,720,2700,1000,600,6842,499,300,499,500,100,300,100,705,357,705,1852,10,611,550
SWF,,,220,4119,220,202081,5000,190,154999,194,4187,194,106258,25,175,101330,80.30999755859375,,,0,,,0,217,11760,217,141159,4987,185,158226,110,1000,400,1000,,,0,174,11748,175,39487,2000,142,109097
TA,,,17451.919921875,200,24000,711,10,13000,22,15000,113,19000,463,3,15000,335,8409.3798828125,,,0,50,8000,50,23700,11,23700,510,36,12500,245,10400,,,0,1,16000,1,29000,20,24000,307,10,16000,11
TAC,,,150000,1,318000,68,2,15000,2,500000,3,350000,5,,,0,91593.2265625,1,350000,1,,,0,550000,2,460000,13,,,0,91593.2265625,,,0,,,0,91593.2265625,,,0,2,50000,2
TAI,,,750,30,745,10460,200,120,200,750,2000,800,8018,40,500,70,121.01000213623047,1000,900,1000,,,0,1090,145,1090,11739,181,800,1567,750,139,750,139,,,0,878.489990234375,642,690,2025,,,0
TBU,,,68000,156,68000,156,15,59000,15,69000,150,69000,150,2,51000,2,22796.0390625,,,0,,,0,108000,16,68500,177,15,59000,15,22796.0390625,,,0,,,0,69000,10,68500,200,,,0
TC,,,4100,55,6400,1044,24,4100,24,7000,72,7300,1097,100,6500,277,3848.0400390625,,,0,,,0,22700,68,22700,268,50,5000,87,7500,10,18000,10,,,0,6500,15,6500,1079,98,2500,98
TCB,,,48002.359375,1,52000,1,,,0,26000,1,26000,2,,,0,9540.4501953125,,,0,,,0,30000,1,34300,7,,,0,9540.4501953125,,,0,,,0,29900,1,25500,3,,,0
TCL,,,3620,7,4270,6524,450,3620,7696,3900,1088,3900,7388,500,3150,3335,3500,96,3500,429,,,0,3700,910,3700,7050,4069,3510,6147,3000,,,0,120,3000,140,3550,845,3970,1945,191,3550,2403
TCO,,,800,290,800,6291,500,308,1500,800,21,999,2803,50,600,2460,330.760009765625,9490,500,21919,,,0,1100,491,1100,5873,500,416,970,130,93,650,535,,,0,800,971,1500,971,12,750,584
TCS,,,4003.39990234375,40,5380,5588,93,4000,739,5070,383,5070,961,500,3000,571,5700,,,0,6,5700,6,5000,262,5000,780,9,3940,29,4400,50,8000,50,,,0,4800,360,4800,8649,10,4250,10
TCU,,,230000,2,200000,37,10,91100,12,195908.546875,1,200000,1,10,90000,10,69683.3828125,,,0,,,0,195000,3,300000,3,10,196000,37,69683.3828125,,,0,,,0,250000,3,250000,3,10,96000,15
THF,,,570,355,570,10621,1000,510,4888,674,652,674,8203,100,492,8550,475,,,0,,,0,590,500,580,22508,160,440,10722,550,40,550,40,,,0,555,275,555,4453,,,0
THP,,,6846.77978515625,40,7500,437,23,5130,1023,6900,10,8370,637,10,6900,231,2399.0400390625,,,0,,,0,6000,4,8500,187,192,6000,653,2399.0400390625,,,0,,,0,6500,17,7500,428,83,6500,99
TI,,,2500,250,2300,13254,1262,1940,3272,2370,113,2370,9763,1000,1910,2662,2000,478,2400,1623,,,0,2276.780029296875,231,2280,25616,20,2000,4698,2490,76,4000,76,,,0,2590,1182,2590,4276,2000,2200,2396
TIO,74,,846,500,820,177925,60,416,15606,300,11278,300,23386,200,262,41521,330,400,280,2320,,,0,345,1265,330,59454,200,261,14813,220,,,0,,,0,449,829,448,3057,200,242,3550
TK,,,31000,2,47900,433,,,0,34500,50,39000,253,20,33000,40,20250.619140625,,,0,,,0,38626.58984375,37,40000,37,,,0,20250.619140625,5,41100,5,,,0,3950,2,38900,9,,,0
TOR,,,900000,12,849000,29,,,0,280650.28125,,,0,,,0,280650.28125,,,0,,,0,1100000,1,800000,4,,,0,280650.28125,,,0,,,0,400000,,,0,,,0
TPU,,,2450,177,3990,2480,67,2410,802,2500,114,2500,614,100,2000,100,1175.199951171875,,,0,,,0,4175.66015625,56,4470,641,6,3000,492,1000,,,0,,,0,3891.030029296875,176,4100,669,4,2000,4
TRA,,,2260,36,2260,1467,100,1510,300,1846.1099853515625,90,2530,690,100,1700,100,840.010009765625,,,0,,,0,1860,492,1860,2359,200,1610,450,840.010009765625,10,2000,10,,,0,2730,149,2730,284,200,1700,200
TRN,,,614,200,550,71945,50,481,145650,500,2863,500,54581,4817,495,121777,600,,,0,,,0,525,4348,525,81786,4280,501,152123,50,1000,700,1000,,,0,500,2344,500,25546,4122,474,104122
TRS,,,300000,19,300000,27,8,231000,20,220000,6,300000,6,,,0,101058.03125,,,0,,,0,279424,29,290000,627,5,230000,10,101058.03125,,,0,,,0,231000,,,0,10,230000,20
TRU,,,650,205,650,4712,1895,577,13915,775,84,775,5380,260,636,2539,750,173,750,173,,,0,640,5,640,28491,2560,558,17205,600,298,600,475,100,500,100,668,479,668,9972,26,650,8158
TS,,,899,1564,899,9755,2000,122,3100,300,,,0,60,65,1984,74.80999755859375,,,0,,,0,500,554,550,5054,18,500,13091,74.80999755859375,10,399,10,,,0,207,464,600,464,93,207,1562
TSH,,,41800,6,41700,1208,5,31500,804,47456.8203125,179,47500,673,20,37000,60,60000,,,0,,,0,36000,61,36000,494,13,31600,679,40000,9,39000,16,,,0,39900,1,39900,202,64,31000,101
TUB,,,349.44000244140625,1000,340,3913,5993,200,16251,282.9700012207031,2260,289,10826,400,155,5400,270,148,270,346,,,0,180,10383,339,21785,80,180,26502,170,260,170,1544,,,0,310.42999267578125,700,345,35919,500,155,26699
UTS,3500,,8500,35,16000,536,2,8500,5727,8450,15,8450,165,4,6900,1428,5400,,,0,,,0,7204.31982421875,17,7390,381,191,7000,1853,5900,16,6000,16,,,0,7500,16,7500,236,30,6500,1321
VCB,,,799000,1,799000,2,,,0,850000,1,877000,2,,,0,350872.8125,,,0,,,0,839000,1,839000,3,,,0,350872.8125,,,0,,,0,896000,1,799000,5,,,0
VEG,88,,999,781,999,25925,30,500,25749,405,420,402,8587,40,301,11305,400,320,10000,320,,,0,425,1101,425,13193,939,350,14919,335,840,375,840,303,335,970,385,78,525,14468,300,386,42660
VF,,,19.899999618530273,1000,19.799999237060547,2640332,100000,15,100000,20,6536,22,85974,77217,20,177217,16.139999389648438,18763,24,18763,,,0,15,85000,19.399999618530273,643459,84000,15,84000,24,90000,24,90000,,,0,17.350000381469727,141317,17.5,920294,41000,15,41000
VFT,,,2600000,1,2600000,1,,,0,2600000,,,0,,,0,1029499.4375,,,0,,,0,2400000,,,0,,,0,1029499.4375,,,0,,,0,1029499.4375,,,0,,,0
VG,,,2880,12,2880,2134,25,2110,2265,2280,160,2270,5053,28,1810,658,2190,90,2190,250,,,0,2300,135,2300,2430,2,2000,1503,2400,17,2400,217,,,0,2370,5,2370,8030,1,2270,2415
VIT,,,1080,2097,1070,7384,841,560,1040,785,17942,785,17942,500,400,500,324.6600036621094,,,0,,,0,983.5800170898438,20,900,954,,,0,740,,,0,,,0,800,11,1200,11,29,650,29
VOE,,,5400000,,,0,,,0,2949036.25,1,6000000,1,,,0,2949036.25,,,0,,,0,5000000,,,0,,,0,2949036.25,,,0,,,0,2949036.25,,,0,,,0
VOR,,,2553164.5,,,0,,,0,2553164.5,,,0,,,0,2553164.5,,,0,,,0,2553164.5,,,0,,,0,2518066.5,,,0,,,0,2553164.5,,,0,,,0
VSC,,,50000,1,40000,4,,,0,50000,1,50000,1,,,0,15937.349609375,,,0,,,0,54800,1,54200,6,,,0,15937.349609375,,,0,,,0,50000,1,40000,2,,,0
W,,,14900,28,14900,3404,500,14700,11228,17000,876,18400,1969,15,16000,666,6250.14013671875,,,0,,,0,17445,56,17500,2209,150,15400,1576,8000,,,0,,,0,14234.1298828125,19,16000,1191,455,14000,515
WAI,,,91100,11,97000,612,30,91000,193,96000,2,96900,257,30,91100,189,100000,37,100000,248,,,0,95500,33,96000,670,20,90600,170,51930.23046875,,,0,,,0,93733.328125,44,94000,169,49,90000,200049
WAL,,,7990,157,7990,2796,10,6510,2212,6300,40,7500,1382,250,6200,1070,2800.330078125,,,0,,,0,8200,12,8990,7872,44,6500,444,2800.330078125,,,0,,,0,9500,,,0,,,0
WCB,,,924000,2,920000,24,1,402000,2,800000,1,936000,7,1,900000,1,347832.9375,,,0,,,0,775132.5625,4,864000,29,1,775000,5,347832.9375,,,0,,,0,782850,1,939000,4,1,500000,3
WIN,,,13700,592,13700,2885,30,8510,4571,9990,83,9990,337,50,7610,2803,10000,60,12000,73,,,0,9350,438,9350,5559,2000,7600,4934,12000,2,6480,22,,,0,7080.14990234375,1,8790,919,15,7050,5952
WM,,,13000,263,13000,312,50,11000,69,10000,1,12800,89,7,10000,8,6821.509765625,,,0,,,0,12000,42,12000,215,82,11000,192,6821.509765625,,,0,,,0,11000,,,0,,,0
WOR,,,230000,,,0,,,0,194900.984375,10,250000,10,10,160000,10,83894.7265625,1,200000,1,,,0,200000,,,0,,,0,83894.7265625,,,0,,,0,150000,,,0,,,0
WR,140000,,190000,10,155000,18,5,150000,110,150000,1,150000,1,100,140000,100,78235.6171875,,,0,,,0,140000,1,150000,3,100,140000,100,78235.6171875,,,0,,,0,150000,,,0,100,140000,100
WRH,,,7800,70,7500,1619,70,6500,250,10900,706,10900,2559,400,7000,400,3393.949951171875,,,0,,,0,7951.1298828125,433,10400,2312,498,7750,498,3393.949951171875,,,0,,,0,8818.669921875,373,9980,1239,,,0
WS,,,5540,48,5530,1367,,,0,4900,2,4900,171,50,3400,275,6000,60,5200,64,,,0,4900,46,4900,2098,100,4000,1171,2599.570068359375,20,5000,166,,,0,5150,122,5150,612,50,3050,260
ZIR,,,300,3000,800,20049,1000,110,8066,430,3954,500,15012,239,430,1739,117.55000305175781,552,800,552,,,0,675.739990234375,1734,676,24443,10,501,6510,648,20,780,20,,,0,325,4,600,5721,500,210,1500
ZR,,,16200,195,16200,268,50,11500,80,14703.5703125,485,17000,526,61,14000,161,7683.919921875,,,0,,,0,14200,282,14200,284,50,13000,170,15200,10,35000,10,,,0,16200,8,16200,174,78,13100,138
